SOURCE_SYSTEM,REGION,COUNTRY,Priority_Brand,GMC_Category_Code,GMC_Category_Name,GMC_Subcategory_Code,GMC_Subcategory_Name,GMC_BRAND_CODE,GMC_BRAND_B1,B2_SUBBRAND_CODE2,B2_SUBBRAND2,SOURCE_BRAND_NAME,Source_Brand_Code,Source_Subcategory_Name,Source_Subcategory_Code,Source_Category_Name,Source_Category_Code,Source_Need_State,Mapping_Quality
TSKU (TDP),EMEA,United Kingdom,,C40063,Shampoo,C50134,Medicated Shampoo,B10025,Le Petit Marseillais,,,Le Petit Marseillais,,,,Medicated Shampoo,,Hair Care,1
TSKU (TDP),EMEA,United Kingdom,,C40063,Shampoo,C50096,Shampoo,B10025,Le Petit Marseillais,,,Le Petit Marseillais,,,,Regular Shampoo,,Hair Care,1
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Linola,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Linola,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Linola,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Linola,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Linola,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Linola,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Linola,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Linola,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Linola,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Linola,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Linola,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Linola,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Linola,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Linola,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Linola,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Linola,,,,Baby Toiletries,C40008,Baby Care,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Intellibrand,LATAM,Brazil,1,,,,,B10003,Listerine,,,LISTERINE,,,,Higiene Bucal,,,
Intellibrand,LATAM,Brazil,1,,,,,B10003,Listerine,,,Listerine,,,,Higiene Bucal,,,
LATAM Perfect Store,LATAM,Brazil,1,,,,,B10003,Listerine,,,Listerine,,,,,,,
TSKU (TDP),LATAM,Brazil,1,,,,,B10003,Listerine,,,Listerine,,,,Mouthwash,,Oral Care,
Perfect Store Rebase,APAC,China,1,,,,,B10003,Listerine,,,LISTERINE,,,,,,,
TSKU (TDP),APAC,China,1,,,,,B10003,Listerine,,,Listerine,,,,Mouthwash,,Oral Care,
Perfect Store Dashboard,EMEA,Germany,1,,,,,B10003,Listerine,,,Listerine,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,1,,,,,B10003,Listerine,,,Listerine,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,1,,,,,B10003,Listerine,,,Listerine,,,,Mouthwash,C40056,Oral Care,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TSKU (TDP),EMEA,Germany,1,,MOUTHWASH,,,B10003,Listerine,,,Listerine,,,,Mouthwash,,Oral Care,
Clavis,APAC,India,1,,,,,B10003,Listerine,,,Listerine,,Mouthwash,,Oral Care,,Oral Care,
Perfect Store Rebase,APAC,India,1,,,,,B10003,Listerine,,,Listerine,,Anti-Carries / Cavity / Cavity Guard / Anticavities,,Essential Health,,,
Perfect Store Rebase,APAC,India,1,,,,,B10003,Listerine,,,Listerine,,Cool Mint,,Essential Health,,,
Perfect Store Rebase,APAC,India,1,,,,,B10003,Listerine,,,Listerine,,Freshburst / Fresh Mint,,Essential Health,,,
Perfect Store Rebase,APAC,India,1,,,,,B10003,Listerine,,,Listerine,,Original,,Essential Health,,,
Perfect Store Rebase,APAC,India,1,,,,,B10003,Listerine,,,Listerine,,OTC,,Listerine,,,
Perfect Store Rebase,APAC,India,1,,,,,B10003,Listerine,,,Listerine,,Listerine Cavity Fighter,,OTC,,,
Perfect Store Rebase,APAC,India,1,,,,,B10003,Listerine,,,Listerine,,Listerine Coolmint Mild Taste,,OTC,,,
Perfect Store Rebase,APAC,India,1,,,,,B10003,Listerine,,,Listerine,,Listerine Mouthwash - Coolmint,,OTC,,,
Perfect Store Rebase,APAC,India,1,,,,,B10003,Listerine,,,Listerine,,Listerine Mouthwash - Freshburst,,OTC,,,
Perfect Store Rebase,APAC,India,1,,,,,B10003,Listerine,,,Listerine,,Listerine Mouthwash - Regular,,OTC,,,
Perfect Store Rebase,APAC,India,1,,,,,B10003,Listerine,,,Listerine,,Listerine Total Care Mild Taste,,OTC,,,
Clavis,APAC,Japan,1,,,,,B10003,Listerine,,,Listerine,,Mouthwash,,Mouthwash,,Oral Care,
Perfect Store Rebase,APAC,Japan,1,,,,,B10003,Listerine,,,Listerine,,Assorted (pre-pack),,Oral Care,,,
Perfect Store Rebase,APAC,Japan,1,,,,,B10003,Listerine,,,Listerine,,Assorted (pre-pack),,Oral Care,,,
Perfect Store Rebase,APAC,Japan,1,,,,,B10003,Listerine,,,Listerine,,Assorted (pre-pack),,Oral Care,,,
Perfect Store Rebase,APAC,Japan,1,,,,,B10003,Listerine,,,Listerine,,Assorted (pre-pack),,Oral Care,,,
Perfect Store Rebase,APAC,Japan,1,,,,,B10003,Listerine,,,Listerine,,Assorted (pre-pack),,Oral Care,,,
Perfect Store Rebase,APAC,Japan,1,,,,,B10003,Listerine,,,Listerine,,Best Tier,,Oral Care,,,
Perfect Store Rebase,APAC,Japan,1,,,,,B10003,Listerine,,,Listerine,,Best Tier,,Oral Care,,,
Perfect Store Rebase,APAC,Japan,1,,,,,B10003,Listerine,,,Listerine,,Best Tier,,Oral Care,,,
Perfect Store Rebase,APAC,Japan,1,,,,,B10003,Listerine,,,Listerine,,Best Tier,,Oral Care,,,
Perfect Store Rebase,APAC,Japan,1,,,,,B10003,Listerine,,,Listerine,,Best Tier,,Oral Care,,,
Perfect Store Rebase,APAC,Japan,1,,,,,B10003,Listerine,,,Listerine,,Best Tier,,Oral Care,,,
Perfect Store Rebase,APAC,Japan,1,,,,,B10003,Listerine,,,Listerine,,Best Tier,,Oral Care,,,
Perfect Store Rebase,APAC,Japan,1,,,,,B10003,Listerine,,,Listerine,,Best Tier,,Oral Care,,,
Perfect Store Rebase,APAC,Japan,1,,,,,B10003,Listerine,,,Listerine,,Best Tier,,Oral Care,,,
Perfect Store Rebase,APAC,Japan,1,,,,,B10003,Listerine,,,Listerine,,Best Tier,,Oral Care,,,
TSKU (TDP),APAC,Japan,1,,,,,B10003,Listerine,,,Listerine,,,,Mouthwash,,Oral Care,
TSKU (TDP),APAC,Japan,1,,,,,B10003,Listerine,,,Listerine,,,,Portable Dental Care,,Oral Care,
Perfect Store Dashboard,EMEA,United Kingdom,1,C40056,Mouthwash,,,B10003,Listerine,,,Listerine,,Mouthwash,,Oral Care,,,1
Profitero,EMEA,United Kingdom,1,C40056,Mouthwash,0,0,B10003,Listerine,,,Listerine,,,,Dental Care,,Health & Personal Care,1
Profitero,EMEA,United Kingdom,1,C40056,Mouthwash,C50079,Adult Mouthwash,B10003,Listerine,,,Listerine,,Regular Mouthwash,,Oral Care,,Essential Health,1
TSKU (TDP),EMEA,United Kingdom,1,C40056,Mouthwash,C50079,Adult Mouthwash,B10003,Listerine,,,Listerine,,,,Mouthwash,,Oral Care,1
TSKU (TDP),NA,United States,1,Mouthwash,,,Adult Mouthwash,B10003,Listerine,,,LISTERINE,,MOUTHWASH,,ORAL CARE,,ORAL CARE,0
TSKU (TDP),NA,United States,1,Other Oral Care,,,Portable Dental Care,B10003,Listerine,,,LISTERINE,,PORTABLE DENTAL CARE,,ORAL CARE,,ORAL CARE,1
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Clavis,APAC,China,1,,,,,B10003,Listerine,,,Listerine/????,,Fresh breath/?????,,Oral care/????,,Oral Care,
Clavis,APAC,China,1,,,,,B10003,Listerine,,,Listerine/????,,Mouth wash/???,,Oral care/????,,Oral Care,
TSKU (TDP),EMEA,United Kingdom,,C40056,Mouthwash,C50079,Adult Mouthwash,,,,,Listermint,,,,Mouthwash,,Oral Care,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TSKU (TDP),APAC,China,,,,,,B10056,Livostin / Livocab,,,Livostin / Livocab,,,,Allergy,,Allergy Care,
TSKU (TDP),EMEA,Germany,,,ALLERGY CARE,,,B10056,Livostin / Livocab,,,Livostin / Livocab,,,,Allergy,,Allergy Care,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TSKU (TDP),EMEA,Germany,,,,,,,,,,Loperamid,,,,Anti Diarrhoea Remedies,,Digestive Health,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TSKU (TDP),APAC,China,,,,,,B10021,Lubriderm,,,Lubriderm,,,,Adult Body Moisturisers,,Body Care,
TSKU (TDP),EMEA,Germany,,,"HAND, BODY & FOOT MOISTURIZING",,,B10021,Lubriderm,,,Lubriderm,,,,Adult Body Moisturisers,,Body Care,
TSKU (TDP),EMEA,Germany,,,BODY CLEANSING,,,B10021,Lubriderm,,,Lubriderm,,,,Adult Body Moisturisers,,Body Care,
Profitero,EMEA,United Kingdom,,C40022,Hand Body & Foot Moisturizing,C50010,Adult Body Moisturizing,B10021,Lubriderm,,,Lubriderm,,Adult Body Moisturising,,Hand/Body/Foot Moisturising,,Skin Care,1
TSKU (TDP),EMEA,United Kingdom,,C40022,Hand Body & Foot Moisturizing,C50010,Adult Body Moisturizing,B10021,Lubriderm,,,Lubriderm,,,,Adult Body Moisturisers,,Body Care,1
TSKU (TDP),EMEA,United Kingdom,,C40022,Hand Body & Foot Moisturizing,C50010,Adult Body Moisturizing,B10021,Lubriderm,,,Lubriderm,,,,Adult Body Moisturisers,,Body Care,1
TSKU (TDP),NA,United States,,Hand Body & Foot Moisturizing,,,Adult Body Moisturizing,B10021,Lubriderm,,,LUBRIDERM,,BODY MOISTURISING,,HAND BODY & FOOT MOISTURISING,,BODY CARE,1
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Mabyen,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Mabyen,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Mabyen,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Mabyen,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Mabyen,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Mabyen,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Mabyen,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Mabyen,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Mabyen,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Mabyen,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Mabyen,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Mabyen,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Mabyen,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Mabyen,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Mabyen,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Mabyen,,,,Baby Toiletries,C40008,Baby Care,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TSKU (TDP),LATAM,Brazil,,,,,,,,,,Masse,,,,Adult Body Moisturisers,,Body Care,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TSKU (TDP),EMEA,Germany,,,"HAND, BODY & FOOT MOISTURIZING",,,B10034,Maui Moisture,,,Maui Moisture,,,,Adult Body Moisturisers,,Body Care,
TSKU (TDP),EMEA,Germany,,,BODY CLEANSING,,,B10034,Maui Moisture,,,Maui Moisture,,,,Adult Body Moisturisers,,Body Care,
TSKU (TDP),EMEA,Germany,,,CONDITIONER,,,B10034,Maui Moisture,,,Maui Moisture,,,,Conditioner,,Hair Care,
TSKU (TDP),EMEA,Germany,,,SHAMPOO,,,B10034,Maui Moisture,,,Maui Moisture,,,,Regular Shampoo,,Hair Care,
TSKU (TDP),EMEA,Germany,,,SUN PROTECTION,,,B10034,Maui Moisture,,,Maui Moisture,,,,Sun Protection,,Sun Care,
Profitero,EMEA,United Kingdom,,C40010,Body Cleansing,C50009,Adult Body Cleansing,B10034,Maui Moisture,,,Maui Moisture,,Shower,,Adult Body Cleansing,,Skin Care,1
Profitero,EMEA,United Kingdom,,C40010,Body Cleansing,C50009,Adult Body Cleansing,B10034,Maui Moisture,,,Maui Moisture,,Cleansers,,Bath & Body,,Beauty,1
Profitero,EMEA,United Kingdom,,C40010,Body Cleansing,0,0,B10034,Maui Moisture,,,Maui Moisture,,,,Bath & Body,,Beauty,1
Profitero,EMEA,United Kingdom,,C40041,Conditioner,C50041,Conditioner,B10034,Maui Moisture,,,Maui Moisture,,Conditioner,,Hair Care,,Skin Care,1
Profitero,EMEA,United Kingdom,,C40063,Shampoo,C50096,Shampoo,B10034,Maui Moisture,,,Maui Moisture,,Regular Shampoo,,Hair Care,,Skin Care,1
Profitero,EMEA,United Kingdom,,C40063,Shampoo,C50096,Shampoo,B10034,Maui Moisture,,,Maui Moisture,,Shampoos & Conditioners,,Hair Care,,Beauty,0
Profitero,EMEA,United Kingdom,,C40022,Hand Body & Foot Moisturizing,C50010,Adult Body Moisturizing,B10034,Maui Moisture,,,Maui Moisture,,Adult Body Moisturising,,Hand/Body/Foot Moisturising,,Skin Care,1
TSKU (TDP),EMEA,United Kingdom,,C40022,Hand Body & Foot Moisturizing,C50010,Adult Body Moisturizing,B10034,Maui Moisture,,,Maui Moisture,,,,Adult Body Moisturisers,,Body Care,1
TSKU (TDP),EMEA,United Kingdom,,C40022,Hand Body & Foot Moisturizing,C50010,Adult Body Moisturizing,B10034,Maui Moisture,,,Maui Moisture,,,,Adult Body Moisturisers,,Body Care,1
TSKU (TDP),EMEA,United Kingdom,,C40033,After Sun,C50013,After Sun,B10034,Maui Moisture,,,Maui Moisture,,,,Aftersun,,Sun Care,1
TSKU (TDP),EMEA,United Kingdom,,C40041,Conditioner,C50041,Conditioner,B10034,Maui Moisture,,,Maui Moisture,,,,Conditioner,,Hair Care,1
TSKU (TDP),EMEA,United Kingdom,,C40063,Shampoo,C50096,Shampoo,B10034,Maui Moisture,,,Maui Moisture,,,,Regular Shampoo,,Hair Care,1
TSKU (TDP),EMEA,United Kingdom,,C40010,Body Cleansing,C50009,Adult Body Cleansing,B10034,Maui Moisture,,,Maui Moisture,,,,Shower,,Body Care,1
TSKU (TDP),EMEA,United Kingdom,,C40010,Body Cleansing,C50009,Adult Body Cleansing,B10034,Maui Moisture,,,Maui Moisture,,,,Shower,,Body Care,1
TSKU (TDP),NA,United States,,Body Cleansing,,,Adult Body Cleansing,B10034,Maui Moisture,,,MAUI MOISTURE,,ADULT BODY CLEANSING LIQUID,,BODY CLEANSING,,BODY CARE,1
TSKU (TDP),NA,United States,,Conditioner,,,Conditioner,B10034,Maui Moisture,,,MAUI MOISTURE,,CONDITIONER,,HAIR CARE,,HAIR CARE,1
TSKU (TDP),NA,United States,,Shampoo,,,Shampoo,B10034,Maui Moisture,,,MAUI MOISTURE,,SHAMPOO,,HAIR CARE,,HAIR CARE,1
TSKU (TDP),NA,United States,,Hair Styling,,,Styling Products,B10034,Maui Moisture,,,MAUI MOISTURE,,STYLING AIDS,,HAIR CARE,,HAIR CARE,0
TSKU (TDP),NA,United States,,Hand Body & Foot Moisturizing,,,Adult Body Moisturizing,B10034,Maui Moisture,,,MAUI MOISTURE,,BODY MOISTURISING,,HAND BODY & FOOT MOISTURISING,,BODY CARE,1
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Medela,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Medela,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Medela,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Medela,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Medela,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Medela,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Medela,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Medela,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Medela,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Medela,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Medela,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Medela,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Medela,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Medela,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Medela,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Medela,,,,Baby Toiletries,C40008,Baby Care,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Meridol,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Meridol,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Meridol,,,,Mouthwash,C40056,Oral Care,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TSKU (TDP),EMEA,Germany,,,DIGESTIVE HEALTH,,,B10035,Microlax / Micralax,,,Microlax / Micralax,,,,Laxatives,,Digestive Health,
Perfect Store Rebase,APAC,India,,,,,,,,,,Mid premium,,null,,Mid premium,,,
Profitero,EMEA,United Kingdom,,C40051,Internal Analgesics,0,0,B10106,Migraleve,,,Migraleve,,,,,,Self Care,1
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LATAM Perfect Store,LATAM,Brazil,,,,,,B10028,Motilium,,,Motilium,,,,,,,
TSKU (TDP),APAC,China,,,,,,B10009,Motrin,,,Motrin,,,,Paediatric Analgesics,,Pain Care,
TSKU (TDP),NA,United States,1,Adult Internal Analgesics,,,Adult Internal Analgesics,B10009,Motrin,,,MOTRIN,,INTERNAL ANALGESICS,,PAIN & SLEEP,,PAIN CARE,0
